,cluster_no,sentences
93,0,alan stanley jones london england
94,0,alan gabriel jones hampton victoria
95,0,daniel philip mcelligott hawker australian capital territory
96,0,william hector mcmillan reid australian capital territory
97,0,ralph aaron samuel toorak victoria
98,0,leonard alphonsus walshe traralgon victoria
99,0,councillor eric hodgson woods tomingley new south wales
100,0,petty officer douglas albert sheaff a
101,0,george joseph baxter casey wavell heights queensland
102,0,leslie mervyn gerald cox katherine northern territory
103,0,william fidler allansford victoria
104,0,aubrey francis king mount isa queensland
105,0,ernest patrick o brien ben lomond
106,0,richard george smith camberwell victoria
107,0,ernest melville wilson hampton victoria
108,0,wing commander ronald richard tayles
109,0,sergeant david keith russell a
110,0,thomas gray boardman lately president association british chambers commerce
111,0,sir francis scott mcfadzean chairman rolls royce ltd
112,0,victor collin matthews deputy chairman chief executive trafalgar house ltd
113,0,sir arthur antony duff foreign commonwealth office
114,0,joseph franklin madders braithwaite chairman baker perkins holdings ltd
115,0,frederick frank arthur burden political public service
116,0,wilfred burns chief planner deputy secretary department environment
117,0,james william donald crane hm chief inspector constabulary
118,0,philip manning dowson senior partner ove arup partnership
119,0,the right honourable hugh charles patrick joseph fraser political public service
120,0,roger thomas baldwin fulford political public service
121,0,professor alan james harris senior partner harris sutherland
122,0,jack william hughes chairman bracknell development corporation
123,0,john godfray le quesne chairman monopolies mergers commission
124,0,george robin perronet maclellan lately chairman scottish tourist board
125,0,peter meinertzhagen general manager commonwealth development corporation
126,0,ronald hugh owen lately chairman prudential assurance co ltd
127,0,austin william pearce lately chairman esso petroleum co ltd
128,0,david ernest campbell price
129,0,major general francis brian wyldbore smith political service
130,0,professor michael george parke stoker
131,0,rawden john afamado temple chief social security commissioner
132,0,james ian raley trethowan director general british broadcasting corporation
133,0,graham john wilkins chairman chief executive beecham group ltd
134,0,angus wilson professor angus frank johnstone wilson author
135,0,philip john rupert steele toorak
136,0,edward jackson stewart ascot
137,0,vice admiral thomas henry eustace baird
138,0,professor ronald mason chief scientific adviser ministry defence
139,0,kenneth ronald stowe permanent secretary northern ireland office
140,0,major general john antony mcilvenna army legal corps
141,0,major general frederick joseph plaskett late royal corps transport
142,0,william gordon chalmers crown agent scotland
143,0,geoffrey fairfax cockerill secretary university grants committee
144,0,edward norman eden under secretary department trade
145,0,graeme frank gloak solicitor board customs excise
146,0,peter john harrop deputy secretary cabinet office
147,0,anne elisabeth mueller robertson deputy secretary department industry
148,0,douglas robertson nicoll foreign commonwealth office
149,0,michael edward quinlan deputy secretary ministry defence
150,0,john ellerslie sanderson under secretary department transport
151,0,john douglas semken legal adviser home office
152,0,percy arthur sythes comptroller auditor general northern ireland
153,0,robert john thornton under secretary ministry defence
154,0,henry arthur hugh cortazzi foreign commonwealth office
155,0,hugh reginald braden assistant secretary ministry defence
156,0,michael de normann ensor assistant secretary overseas development administration
157,0,ronald archer campbell byatt british high commissioner salisbury
158,0,colin malcolm carruthers lately office governor salisbury
159,0,william john richard dawson foreign commonwealth office
160,0,nicholas maxted fenn lately office governor salisbury
161,0,richard alwynne fyjis walker hm ambassador khartoum
162,0,mark evelyn heath hm minister holy see
163,0,thomas russell governor cayman islands
164,0,arthur hope wyatt counsellor commercial hm embassy tehran
165,0,vice admiral sir peter william beckwith ashmore
166,0,arthur james robert collins
167,0,the honourable john francis harcourt baring
168,0,richard hugh buller hamersley
169,0,lieutenant commander arthur john arundell holdsworth royal navy
170,0,lieutenant colonel joseph brian mylchreest
171,0,chief yeoman warder leslie varley
172,0,chief marine engineering mechanic electrical francis william kirby m j
173,0,the right honourable arthur christopher john baron soames
174,0,vice admiral peter william buchanan
175,0,captain robin john pashley heath
176,0,captain stanley george morgan
177,0,captain robert kenneth alcock
178,0,captain john desmond fisher royal fleet auxiliary service
179,0,air commodore john lawson field
180,0,group captain george earl ord
181,0,group captain david anderson toon
182,0,duncan hubert david alexander
183,0,william alexander allen senior partner bickerdike allen partners
184,0,thomas robert barron member british railways board
185,0,donald angus philip barry chairman parole board scotland
186,0,eric latham beverley group commercial director british aerospace dynamics group
187,0,john henry burgoyne lately chairman committee enquiry offshore safety
188,0,leslie thompson carnegie chief executive dumfries galloway regional council
189,0,anthony arthur leonard challis director polymer engineering directorate science research council
190,0,george frederick chambers lately chief engineer department environment northern ireland
191,0,edward frank choppen chairman petroleum industry training board
192,0,maurice clark assistant chief valuer board inland revenue
193,0,peter leslie crill deputy bailiff jersey
194,0,spencer crookenden chairman k shoes ltd
195,0,colonel william alexander dalziel
196,0,james patton davidson chairman clyde port authority
197,0,robert william simpson easton chairman chief executive yarrow shipbuilders ltd
198,0,albert ernest evetts group manufacturing director lucas industries ltd
199,0,james dennis compton faulkner chairman northern ireland development agency
200,0,the honourable francis forman fisher master wellington college
201,0,adolf frankel chairman staveley industries ltd
202,0,george godwin president martonair international ltd
203,0,alec green assistant secretary department national savings
204,0,donald hardwick chairman steel division johnson firth brown ltd
205,0,roy lionel helmore principal cambridgeshire college arts technology
206,0,gordon frederick hendry assistant secretary scottish office
207,0,janie gardner morris heppell chairman northumberland area health authority
208,0,cecil herbert william hodges assistant secretary hm treasury
209,0,alastair stuart laing deputy director general commonwealth war graves commission
210,0,professor dennis samuel lees chairman national insurance advisory committee
211,0,murdo donald macleod lately assistant controller home office
212,0,peter lewis martin partner oscar faber partnership
213,0,frank herbert muir writer broadcaster
214,0,geoffrey claude nichols chairman rotaprint ltd
215,0,denis norden writer broadcaster
216,0,victor john osola group chief executive redman heenan international ltd
217,0,cecil allen parker deputy chief scientific officer ministry defence
218,0,derek hair pringle president edinburgh chamber commerce manufactures
219,0,alexander allan rennie chief constable west mercia constabulary
220,0,joseph hunter saphir chairman saphir sons co ltd
221,0,albert edward sloman vice chancellor university essex
222,0,michael francis strachan chairman ben line steamers ltd ben line containers ltd
223,0,peter arthur storey taylor lately chief administration bank england
224,0,emyr thomas general manager telford new town development corporation
225,0,john brian thompson director radio independent broadcasting authority
226,0,peter frank george twinn second secretary natural environment research council
227,0,ronald unger personnel director british airports authority
228,0,charles fred ward lately chairman dobson park industries ltd
229,0,cyril george wickham chairman standing advisory committee patents
230,0,leslie clarence young chairman j bibby sons ltd
231,0,owen glyn griffith british high commissioner maseru
232,0,wilfred francis pickering justice appeal hong kong
233,0,dr edward stanley davis ratteray
234,0,john martin rowlands secretary for civil service hong kong
235,0,norman sinclair thompson chairman mass transit railway corporation hong kong
236,0,dr edward hammond williams
237,0,commander edward william de warenne waller
238,0,commander william nicholas lavington woodley
239,0,lieutenant colonel acting colonel simon edward graham fraser corps royal engineers
240,0,lieutenant colonel leon claude joseph medlock paul royal anglian regiment
241,0,lieutenant colonel william edward rous coldstream guards
242,0,lieutenant colonel francis anthony hereward swallow royal anglian regiment
243,0,lieutenant colonel george charles verdon royal corps signals
244,0,lieutenant colonel david wordley williams corps royal engineers
245,0,wing commander keith owen harding
246,0,wing commander barry dalziel jones
247,0,wing commander graham franklin lawrence
248,0,wing commander george richard profit
249,0,wing commander martyn wootton ward
250,0,hubert allen chairman general manager yelloway motor services ltd
251,0,wallace gerald atkinson chairman chief executive london bridge engineering ltd
252,0,charles george edmond banks chairman chief executive thomas de la rue co ltd
253,0,peter john barlow foreign commonwealth office
254,0,roland edward benner chairman frank e benner ltd belfast
255,0,raymond john bernie chief executive town clerk borough ellesmere port neston council
256,0,thomas anthony breakell president electrical electronic telecommunications plumbing union
257,0,william percival broomfield chairman aberdeen airport consultative committee
258,0,wilfred jasper burnett secretary unit trust association
259,0,george carlton lately director administration strathclyde regional council
260,0,paul evan carter lately manager central planning group british nuclear fuels ltd
261,0,roger leslie carter works director bristol j s fry sons
262,0,nigel chancellor managing director may baker ltd
263,0,brigadier george james stewart chatterton chairman lady hoare trust
264,0,albert woods chisholm principal clydebank technical college
265,0,terence george clark chairman managing director engineering laboratory equipment ltd
266,0,alan wallace coates principal board inland revenue
267,0,william trevor cosby deputy chairman a a f ltd
268,0,john arthur davison county surveyor bridgemaster cumbria county council
269,0,stanley george albert dow principal department environment
270,0,peter robert lionel drew director taylor woodrow ltd
271,0,captain guilford dudley harbourmaster milford haven
272,0,geoffrey harry george dyson lately president british association national coaches
273,0,bernard albert eastwell managing director v g instruments ltd
274,0,ivor evans deputy director mining research development establishment national coal board
275,0,captain philip herbert earle welby everard
276,0,harold leslie freakes secretary historical association
277,0,john frost headmaster sullivan upper school holywood county down
278,0,trevor ferber joseph galley director graesser salicylates ltd deeside clwyd
279,0,charles walker burgess gilbert principal department energy
280,0,cedric richard william grantham chairman east midlands electricity consultative council
281,0,frank eric cyril habgood lately superintending engineer department transport
282,0,bryan denis hall senior sales director james mackie sons ltd
283,0,kenneth cecil harrison lately chief librarian westminster city council
284,0,clifford ronald hatts general manager television design group british broadcasting corporation
285,0,ronald william henry harvey hearn
286,0,noel peers hepworth director chartered institute public finance accountancy
287,0,stanley ernest wood higgs director office machines equipment federation
288,0,eric george hills lately assistant director postal engineering development division post office
289,0,john hogg secretary local government staff commission northern ireland
290,0,john anthony charles humphries chairman water space amenity commission
291,0,eric jameson chairman e jameson associates
292,0,elly whitehouse jansen director richmond fellowship
293,0,herbert george jenkins lately senior principal department education science
294,0,david tucker johnston partner johnston wright carlisle
295,0,frederick henry jones principal scientific officer ministry defence
296,0,william james kerr governor class i prison service
297,0,peter johnston lane senior principal british library
298,0,alexander eric large lately chairman visiting committee noranside borstal institution angus
299,0,john logan lewis senior science master malvern college
300,0,james denis john long lately general secretary newcastle upon tyne council voluntary service
301,0,jack longden principal keighley technical college
302,0,thomas alexander mcgowran managing director f johnston co ltd
303,0,john miller member chemical economic development committee
304,0,professor robert joseph north lately vice principal university birmingham
305,0,brigadier john briton oldfield secretary eastern wessex territorial auxiliary volunteer reserve association
306,0,jonathan hector carruthers pape general manager national dock labour board
307,0,john albert parker foreign commonwealth office
308,0,robert lancelot paterson director merseyside chamber commerce industry
309,0,reginald thomas pine general secretary the association optical practitioners
310,0,clive sheridan tonting principal ministry defence
311,0,walter john beavan robinson lately education secretary british broadcasting corporation
312,0,john arthur halstead douglas savill lately member diamond committee hm customs excise
313,0,godfrey saxon principal scientific officer daresbury laboratory science research council
314,0,gerhart martin schaefer chairman lawtex ltd manchester
315,0,gerald walter scott chairman managing director abbeycraft furniture ltd
316,0,vera stephanie shirley chairman f international group
317,0,henry frank stephens head fuel energy department confederation british industry
318,0,philip ladlow stride lately divisional manager defence avionic systems mel equipment co ltd
319,0,edward robson sumner director swift co ltd
320,0,paul arthur taylor general manager exploration companies british gas corporation
321,0,alfred tennick principal industrial relations officer department employment
322,0,eric jones thomas principal professional technology officer ministry defence
323,0,captain michael glegge thomas master ocean transport trading ltd
324,0,eric francis thurston chairman thurston engineering co ltd
325,0,frank whipp lately principal department trade
326,0,raymond maurice whitfield senior principal home office
327,0,alan herbert wickens director research british rail
328,0,john raymond williams senior inspector board customs excise
329,0,john grant williamson vice president rent assessment panel scotland
330,0,charles wilson lately headteacher auchenharvie academy stevenston
331,0,david winter partner baker mckenzie
332,0,clive brasnett british council representative lebanon
333,0,the reverend frederick ronald dain
334,0,charlesworth walterfield edwards permanent secretary ministry economic development antigua
335,0,michael george eltenton british council representative portugal
336,0,justin patrick pearse nason first secretary british high commission kampala
337,0,edward desmond o mahony lately charge d affaires hm embassy san salvador
338,0,david rolland spedding first secretary hm embassy abu dhabi
339,0,harry david stead director engineering development public works department hong kong
340,0,thomas stubbs lately first secretary consul hm embassy addis ababa
341,0,albert paul weaver lately british council representative ghana
342,0,councillor allan albert dunstan donald
343,0,david mandie toorak
344,0,berek robert segan north ivanhoe
345,0,kevin james driscoll bridgeman downs
346,0,leslie george duthie rockhampton
347,0,daniel costigan mcenery upper mount gravatt
348,0,the reverend eric roy moore eastern heights
349,0,rex clement warnes burra
350,0,george alexander shea dalkeith
351,0,fleet chief radio supervisor david john caless j j
352,0,lieutenant commander philip eric cressey
353,0,lieutenant commander john joseph henry harrison
354,0,lieutenant commander john barry armstrong hawkins
355,0,lieutenant commander peter philip moody
356,0,lieutenant commander percy maurice pancott
357,0,fleet chief petty officer operations radar patrick roger peaty j u
358,0,lieutenant cs william ellis pugh
359,0,lieutenant cs william douglas rogers
360,0,temporary lieutenant commander scc michael arnold hamlyn smith royal naval reserve
361,0,major gerald bertram blight the devonshire dorset regiment raro
362,0,captain quartermaster john wilson browne king regiment
363,0,major richard lindsay cariss the royal regiment fusiliers territorial army
364,0,warrant officer class barry william george corps royal electrical mechanical engineers
365,0,captain david malcolm howell army legal corps
366,0,warrant officer class edward glyn hughes royal welch fusiliers
367,0,major william james marshall royal corps transport territorial army
368,0,major richard morgan royal corps transport
369,0,major lieutenant colonel nigel george douglass robinson royal regiment fusiliers
370,0,lieutenant william rudd corps royal engineers
371,0,captain acting major robert eric veck corps royal engineers
372,0,squadron leader robert charles tompkins
373,0,squadron leader james theodore walton
374,0,squadron leader richard nigel woollacott
375,0,warrant officer donald dykes m
376,0,warrant officer derrick thomas fowler c
377,0,warrant officer trevor charles hardcastle b
378,0,warrant officer william arthur law e
379,0,warrant officer roy millington u
380,0,warrant officer donald pagel q
381,0,warrant officer alistair john william robins m
382,0,warrant officer francis graham smith b
383,0,warrant officer denis telford y
384,0,professor edward allen member durham district manpower committee
385,0,james keir stuart bannatyne general manager gleneagles hotel perthshire british transport hotels ltd
386,0,leonard alfred barnes manager printing department williams glyns bank ltd
387,0,ian vaughan barrett master baker director secretary barrett baker ltd
388,0,albert edward bates higher executive officer department for national savings
389,0,francis baillie boyd executive officer electricity service
390,0,george andrew brown technical manager neptune glenfield ltd
391,0,philip john byrne higher executive officer board customs excise
392,0,captain thomas hughes catesby chief superintendent trinity house service
393,0,ruhita ashoka chand chairman wolverhampton centre national trust
394,0,mary channon chief superintendent typists board inland revenue
395,0,reginald john william coite inspector taxes board inland revenue
396,0,derek cox inspector hertfordshire constabulary
397,0,ronald percival cross lately senior occupational therapist i ministry defence
398,0,colonel hugh llewelyn daniel chief surveyor greater london territorial auxiliary volunteer reserve association
399,0,john francis bradshaw darwin lately professional technology officer i department environment
400,0,colin james davies managing director doncasters blaenavon ltd
401,0,gwilym daniel james davies assistant county engineer merseyside county council
402,0,edward james oliver day estate manager snaith estate land settlement association
403,0,edward alan denver director w e x
404,0,william henry richard derbyshire welding manager caird rayner ltd
405,0,arthur roland dexter director eastern british road services ltd
406,0,eric james dixon personnel director izal ltd
407,0,william affleck easson member invergordon community council
408,0,william elliott professional technology officer i ministry defence
409,0,hubert harold eves lately sales director e laxon co ltd
410,0,alfred raymond finch director winchcombe pottery ltd cheltenham
411,0,jane neilson forsyth depute rector sanquhar academy
412,0,joseph gill director industrial british textile employers association
413,0,norman noah goldwater consultant c q c ltd
414,0,stuart henry grandin lately deputy director general headquarters purchasing stores department national coal board
415,0,hazel edith grimwood senior executive officer department industry
416,0,walter leonard edwin grove chief clerk works redditch development corporation
417,0,ronald ernest groves member cherwell district council
418,0,alan herbert harrison senior executive officer overseas development administration
419,0,margaret allan selma henderson senior scientific officer ministry defence
420,0,norman george hepburn lately member north turton parish council
421,0,richard edward houlton director geo
422,0,harry frederick howse commandant metropolitan special constabulary
423,0,ronald victor cecil joyner principal planner reclamation west midlands metropolitan county council
424,0,dennis kershaw chief export sales manager gec high voltage switchgear ltd
425,0,george knox director administration ettrick lauderdale district council
426,0,wilfred little senior executive officer ministry defence
427,0,george john mcdermott cargo operations manager sheerness docks medway ports authority
428,0,gordon mcdowall clerical officer department education science
429,0,arthur robertson mckay deputy terminal manager flotta oil terminal orkney occidental britain inc
430,0,derek james mackay secretary independent adoption society
431,0,william mclaughlin secretary institution engineers shipbuilders scotland
432,0,frank martin area civil engineer stratford eastern region british rail
433,0,jackson moore general secretary united road transport union
434,0,william thomas moore chief scientist rank research laboratories
435,0,david george morgan staff officer board inland revenue
436,0,thomas edward morgan managing director brown lenox co ltd pontypridd
437,0,archibald muir lately works manager methil works redpath de groot caledonian ltd
438,0,stanley frederick mullett production director united rum merchants ltd
439,0,ronald james murphy senior executive officer ministry defence
440,0,joyce iris kathleen norris head common services basildon district council
441,0,norman frank naylor norris lately member eastleigh borough council
442,0,james buhner o cain area engineer durham united automobile services ltd
443,0,major gordon cecil ormsby lately retired officer grade ii ministry defence
444,0,francis earl pearce lately professional technology officer i department environment
445,0,edward hennys plumley clerk trustees kenfig corporation property mid glamorgan
446,0,robert eddie james pockett area manager south western region british gas corporation
447,0,clifford prophett lately editor staffordshire sentinel newspapers ltd
448,0,geoffrey arthur pyman principal administrative officer essex county council
449,0,ivy may read lately executive officer crown estate commissioners
450,0,donald edmund richards district officer solent district hm coastguard department trade
451,0,cecil samuel rickarby head group operational programming department telecommunications headquarters post office
452,0,ronald henry ring head technical advisory group s g brown
453,0,henry john rogers mill manager c townsend hook co ltd
454,0,joseph mortlock scruby lately professional technology officer grade i ministry defence
455,0,marion dalrymple sillar administrative assistant scottish regional office british institute management
456,0,albert george smith managing director james w cook co wivenhoe ltd
457,0,stanley robert smith telecommunications technical officer grade i meteorological office
458,0,arthur leonard sparks chairman managing director de vere kensington ltd
459,0,roy frederick stevens member council radio society great britain
460,0,tony walter tanner chief engineer energy conservation officer cheshire county council
461,0,frederick harold tapping works manager rolls royce ltd
462,0,norman oldfield page taylor general secretary national federation sub postmasters
463,0,david elgar theophilus senior executive officer department employment
464,0,william lamb thom assistant governor i foston hall detention centre derbyshire
465,0,joseph michael totterdell safety engineer constructors john brown ltd
466,0,ruth threlfall vickery chairman cleveland supplementary benefit appeal tribunal
467,0,clifford arthur ward managing director w richards sons ltd
468,0,leslie george webb purser catering officer weymouth british rail
469,0,jean mary mccoll weir senior executive officer ministry defence
470,0,john raymond wilson manager valve elcos division mullard ltd
471,0,lilian joyce wilton lately clerical officer ministry defence
472,0,arthur edmund wood lately senior executive officer ordnance survey
473,0,geoffrey woodhead head technology division northern spinning division courtaulds ltd
474,0,john wright higher executive officer board inland revenue
475,0,keith wallace adams senior commercial officer british trade office christchurch
476,0,francis arnold ellis boor services british community madrid
477,0,chun ying chan principal training officer civil aid services hong kong
478,0,eric chapman vice consul commercial british consulate general lille
479,0,robert edward delves deffee vice consul hm embassy dubai
480,0,robert hugh gordon lately attache british high commission lusaka
481,0,ian ashley howard technical counsellor chief minister new hebrides condominium
482,0,yvonne hughes lately administration assistant british deputy high commission kaduna
483,0,sydney norman lee administration officer british high commission lusaka
484,0,alistair william mckenzie lately third secretary hm embassy san salvador
485,0,charles anthony gwennap moore
486,0,the reverend james gilbert morrison
487,0,major ashton norman o donnell rayner
488,0,alan george barker toorak
489,0,frank vincent bibby ringwood
490,0,morris charles evans benalla
491,0,councillor victor richard michael lalor
492,0,charles edward newman numurkah
493,0,horace robert prescott wilby
494,0,raymond edward quinn kilmore
495,0,councillor william richards swan hill
496,0,councillor oswald abraham ruff sale
497,0,james fitzgerald fraser proserpine
498,0,frank wilfaelm heck woongoolba
499,0,gordon thomas mackereth kingaroy
500,0,john alexander maclean bardon
501,0,herbert see poy innisfail
502,0,councillor albert walter white biggenden
503,0,lewis albert dawe norwood
504,0,arthur donald andrew dodgson mount cooper
505,0,howard norman flaherty north glenelg
506,0,desmond james moran lockleys
507,0,gerald adrian phillips hove
508,0,eric bertram ridgway wolseley
509,0,albert francis hood roleystone
510,0,frederick james beesley principal hm stationery office
511,0,leslie george bishop principal professional technology officer ministry defence
512,0,joseph young dickinson lately senior principal ministry defence
513,0,walter kenneth stephen emberson lately principal board customs excise
514,0,norman william griffiths principal collector board inland revenue
515,0,charles lesiter hawson lately principal scientific officer meteorological office
516,0,raymond leonard knott principal national engineering laboratory
517,0,john lister senior principal department industry
518,0,kenneth william methven lately principal ministry defence
519,0,henry morrell inspector board inland revenue
520,0,george paterson principal scottish office
521,0,roger frederick souter port superintending valuer board inland revenue
522,0,william brand rennie senior principal department environment
523,0,edward thorold swindale roberts lately principal department transport
524,0,ernest william charles smart inspector board inland revenue
525,0,james alastair wilson lately senior principal department employment
526,0,wilfred winnard lately senior principal hm treasury
527,0,margaret mary wood principal department trade
528,0,dr david sutcliffe wishart malvern
529,0,chief petty officer ops s ian roger camburn d w
530,0,chief petty officer stores accountant peter leonard carter d x
531,0,marine engineering artificer h david cook m c
532,0,chief petty officer physical trainer derek lewis charles cousins j h
533,0,chief wren writer pay jean harris w w
534,0,chief radio supervisor edward william larkins d c royal naval reserve
535,0,chief marine engineering artificer p james george selwood m a
536,0,chief radio supervisor robert william strout j t
537,0,staff sergeant terrence clifford atkinson th th royal hussars queen mary own
538,0,sergeant roger barnett corps royal electrical mechanical engineers
539,0,staff sergeant kenneth ronald best corps royal electrical mechanical engineers
540,0,sergeant louis edward gallagher corps royal engineers
541,0,staff sergeant william john hunter royal corps transport
542,0,staff sergeant denis arthur jones royal corps transport territorial army
543,0,staff sergeant michael edmund moore corps royal electrical mechanical engineers
544,0,staff sergeant gwyn hopkin morgan royal corps transport
545,0,staff sergeant david harry straw corps royal electrical mechanical engineers
546,0,sergeant richard walton royal corps transport
547,0,staff sergeant harold winter royal pioneer corps
548,0,l chief technician christopher rayner harris
549,0,gl sergeant norman thomas pinnock
550,0,n sergeant keith victor taylor
551,0,b corporal edwin mamis martin doyle
552,0,john thomas allen storekeeper department energy
553,0,alexander anderson professional technology officer iii m e department environment
554,0,william anderson service community upper tweed area
555,0,thomas edward ashcroft fault analyst thorn consumer electronics ltd gosport
556,0,charles gerard ashton cashier national council social service
557,0,frank bailey progress controller airscrew howden ltd
558,0,james bartram foreman charlton leslie offshore
559,0,george william beegan auxiliary electrical worker department environment
560,0,james stanley birch road foreman lancashire county council
561,0,munro albert bird cook steward wimpey marine ltd
562,0,john markey boyd head groundsman notre dame college education bearsden glasgow
563,0,leslie cecil brench grounds manager crystal palace national sports centre
564,0,norman brown chief inspector t s harrison sons ltd
565,0,john william edward clark pipefitter ransomes rapier ltd ipswich
566,0,geoffrey robert clasby station manager new haven harbour british railways
567,0,john lionel clifford senior foreman sterling wharfage ltd
568,0,herbert george collins lately instructional officer grade iii billingham skillcentre department employment
569,0,george dickie coulter foreman j w robinson glasgow ltd glasgow
570,0,alfred edward cox professional technology officer grade ministry defence
571,0,george hewitt cripps experimental worker ii warren spring laboratory
572,0,john dickson lately shepherd high plewlands lanarkshire
573,0,david miller duncanson superintendent royal scottish museum
574,0,edward thomas dunn steward i wardroom ministry defence
575,0,anthony george elliott process general supervisory grade e ministry defence
576,0,eric roy fox supply operator wessex water authority
577,0,clifford clarence gabelle foreign commonwealth office
578,0,desmond harold gray roller glynwed steels ltd
579,0,albert raymond guest departmental manager kiveton park steel wire works ltd
580,0,albert herschell senior foreman bonar long co ltd dundee
581,0,john william hill professional technology officer ministry defence
582,0,donald roy james ganger london transport executive
583,0,george william johnson highway superintendent cheshire county council
584,0,thomas purvis johnson stores supervisor monks crane ltd thorn emi ltd
585,0,alec charles jones superintendent belfast city hall
586,0,cyril frederick jones foreign commonwealth office
587,0,frank jones foreign commonwealth office
588,0,charles henry joyce packer supplies department order st john
589,0,henry raymond laho supervisor wellington museum apsley house
590,0,frederick john lewis senior instructor construction bircham newton training centre
591,0,ian macleod mechanician royal maritime auxiliary service ministry defence
592,0,peter henry maxwell tester instron ltd
593,0,jessie meakin lately court keeper lancaster castle
594,0,edward mitchell sheet metal worker imi marston ltd
595,0,william henry morton convener transport general workers union
596,0,donald nicholson boatswain peninsular oriental steam navigation co ltd
597,0,frederick niven lately assistant distribution fitter dumfries scottish region british gas corporation
598,0,james anthony nugent lately chief steward ii ministry defence
599,0,joseph o donnell technician officer telecommunications british railways
600,0,robert william parkinson caretaker adult education centre louth
601,0,david henry frederick price fitter turner hm dockyard hm naval base portsmouth ministry defence
602,0,joseph brendon reid head driver bracknell development corporation
603,0,donald joseph reynolds royal court usher chief caretaker st helier jersey
604,0,edward wood ridley registered dock worker port tyne authority
605,0,john speller robertson maintenance officer ministry defence
606,0,dennis henry andrew cox rogers driver the radiochemical centre ltd amersham
607,0,raymond edward rollinson chief officer i hm prison manchester
608,0,albert satterthwaite supervisor millom depot copeland borough
609,0,frank setterich chief officer assistant crown agents for oversea governments administrations
610,0,walter william soper lately supervising civilian instructional officer i royal naval engineering college ministry defence
611,0,norman burnett spary research section leader eps research development ltd sittingbourne
